"jp_text","kr_text"
図の中の記号の意味を凡例で確認してください。,도표 안의 기호 의미를 범례에서 확인해 주세요.
語彙を増やすには、たくさん読むことが一番だ。,어휘를 늘리려면 많이 읽는 것이 가장 좋다.
この文の述語はどれか答えなさい。,이 문장의 술어가 무엇인지 답하시오.
英語の冠詞の使い分けは、日本人にとって難しい。,영어 관사의 구분은 일본인에게 어려운 편이다.
環境問題に関する講演会が開かれる。,환경 문제에 관한 강연회가 열린다.
この問題の解き方にはいろいろな形があるが、自分に合った形を選ぶことが大切だ。,"이 문제의 풀이에는 여러 가지 형태가 있지만, 자신에게 맞는 방식을 선택하는 것이 중요하다."
この章では、具体的な事例から一般法則を導く帰納の方法を学ぶ。,이 장에서는 구체적인 사례에서 일반 법칙을 이끌어내는 귀납 방법을 배운다.
昆虫博物館には、世界中の珍しい蝶の標本が飾られていた。,곤충 박물관에는 전 세계의 희귀한 나비 표본이 전시되어 있었다.
山で珍しい野生のアラタケを見つけたが、毒がないか図鑑で確認した。,산에서 희귀한 야생 버섯(아라타케)을 발견했지만 독이 없는지 도감에서 확인했다.
この国の法の下では、すべての人が平等であると定められている。,이 나라의 법 아래에서는 모든 사람이 평등하다고 정해져 있다.
ロージスティック写像は、単純な数式から複雑なカオス挙動が生まれる典型例として知られる。,로지스틱 맵은 단순한 수식에서 복잡한 카오스 거동이 태어나는 전형적인 예로 알려져 있다.
違う種類の動物が共に生きる、共生の関係。,다른 종류의 동물이 함께 살아가는 공생 관계.
政府は生活困窮者の救済策を検討している。,정부는 생활 곤궁자의 구제책을 검토하고 있다.
市長選の候補が出そろった。,시장 선거 후보들이 모두 확정되었다.
両国の首脳が平和条約に調印した。,양국 정상들이 평화 조약에 조인했다.
国会で証人喚問が行われ、疑惑の経緯がただされた。,국회에서 증인 심문이 이루어져 의혹의 경위가 추궁되었다.
自治を守るために住民が集会を開いた。,자치를 지키기 위해 주민들이 집회를 열었다.
選挙は僅差での勝利となり、開票作業は深夜まで続いた。,선거는 근소한 차이의 승리가 되어 개표 작업은 심야까지 이어졌다.
言論の自由は民主主義社会の土台となる権利だ。,언론의 자유는 민주주의 사회의 근간이 되는 권리다。
薬の副作用について、医師や薬剤師に事前に相談することが大切だ。,약의 부작용에 대해 의사나 약사에게 사전에 상담하는 것이 중요하다.
二重盲検試験は、臨床試験におけるプラセボ効果を排除するために行う。,이중맹검 시험은 임상 시험에서 플라시보 효과를 배제하기 위해 실시한다.
ここの名物料理は何ですか。,이곳의 명물 요리는 무엇입니까?
料理は良い道具があるとぐっと楽しくなる。,요리는 좋은 도구가 있으면 훨씬 즐거워진다.
朝一番に鰹節の削りたての香りが台所に広がり、味噌汁を作る音がする。,"아침 일찍 가다랑어포 깎은 향기가 부엌에 퍼지고, 된장국을 만드는 소리가 난다."
彼は一流のパティシエになるために、本場フランスへ修行に出た。,그는 일류 파티시에가 되기 위해 본고장 프랑스로 수행을 떠났다.
味噌汁のおかわり、できますか。,"된장국 리필, 되나요?"
転んだ跡があざになって、しばらく消えそうにない。,넘어진 자리에 멍이 들어 한동안은 안 없어질 것 같다.
心筋梗塞の兆候を感じたら、すぐに救急車を呼ぶべきだ。,심근경색 징후를 느끼면 곧바로 구급차를 불러야 한다.
機械学習における過学習を防ぐため、正則化項を損失関数に追加する。,기계학습에서의 과적합을 방지하기 위해 정칙화 항을 손실 함수에 추가한다.
逆浸透膜を用いた淡水化プラントは、海水に圧力をかけて淡水を分離する技術だ。,역삼투막을 이용한 담수화 플랜트는 해수에 압력을 가해 담수를 분리하는 기술이다.
ニューラリンクのようなBCI技術は、脳とコンピュータを直接接続し、情報の双方向通信を目指す。,뉴럴링크 같은 BCI 기술은 뇌와 컴퓨터를 직접 연결하여 정보의 양방향 통신을 지향한다.
核融合発電は、太陽のエネルギー生成原理を地上で再現し、究極のクリーンエネルギー実現を目指す。,핵융합 발전은 태양의 에너지 생성 원리를 지상에서 재현해 궁극의 청정 에너지 실현을 목표로 한다.
クイックソートは、分割統治法を用いた高速な並べ替えアルゴリズムで、ピボット選択が性能を左右する。,"퀵 정렬은 분할 정복법을 이용한 고속 정렬 알고리즘으로, 피벗 선택이 성능을 좌우한다."
キャビテーションは、圧力差で生じた気泡が弾ける衝撃で、スクリュー等の金属を侵食する。,캐비테이션(공동현상)은 압력차로 생긴 기포가 터지는 충격으로 스크류 등의 금속을 침식한다.
ブール代数は、真と偽の2値のみを扱う論理演算であり、コンピュータ回路の数学的基礎だ。,"불 대수는 참과 거짓의 2값만을 다루는 논리 연산이며, 컴퓨터 회로의 수학적 기초다."
お飲み物は何になさいますか。,음료는 무엇으로 하시겠습니까?
あのラーメン屋はいつも行列ができている。,저 라멘집은 항상 줄을 서 있다.
順番にお呼びしますので、少々お待ちください。,순서대로 부를 테니 잠시만 기다려 주세요.
いちご狩りに行って、採れたての甘いイチゴをたくさん食べた。,딸기 따러 가서 갓 딴 달콤한 딸기를 많이 먹었다.
完熟した桃は、とてもジューシーで甘い香りがする。,완숙한 복숭아는 매우 과즙이 많고 달콤한 향이 난다.
夏の朝は、搾りたてのオレンジジュースを飲むとすっきりする。,여름 아침은 갓 짠 오렌지 주스를 마시면 상쾌해진다.
毎朝、コップ一杯の牛乳を飲みます。,매일 아침 우유 한 컵을 마십니다.
昔ながらのその店は、今も大衆に愛され続けている。,옛날 그대로인 그 가게는 지금도 대중에게 계속 사랑받고 있다.
こちらのお店、雰囲気がいいですね。いつも混んでいますか？,"이 가게, 분위기가 좋네요. 항상 붐비나요?"
擂り鉢で胡麻を擂る。,절구(스리바치)로 깨를 간다.
今日の食事の代は私が払います。,오늘 식사 값은 제가 내겠습니다.
今週の夕食の献立をノートに書き出してみた。,이번 주 저녁 식단을 노트에 적어 보았다.
この型に生地を流し込んで、オーブンで焼いてください。,이 틀에 반죽을 붓고 오븐에 구워 주세요.
この店の辛いカレーは、一度食べると本当に病み付きだ。,이 가게의 매운 카레는 한 번 먹으면 정말 중독된다.
その店は、甘いものが好きな派にはたまらない場所だ。,그 가게는 단 것을 좋아하는 파에게는 견딜 수 없을 만큼 매력적인 곳이다.
畑で採れた芋を家族みんなでふかして食べた。,밭에서 캔 감자를 온 가족이 쪄서 먹었다.
濃縮のオレンジジュース는、水で割ってから飲んでください。,농축 오렌지 주스는 물에 희석해서 드세요.
このカフェは、昼は勉強場所も兼ねる静かな空間になっている。,이 카페는 낮에는 공부 장소를 겸하는 조용한 공간이 된다.
新米を精米して、炊きたての香りを楽しんだ。,햅쌀을 도정해 갓 지은 향을 즐겼다.
退勤後、家で炊き立てのご飯と味噌汁を膳に並べた。,퇴근 후 집에서 갓 지은 밥과 된장국을 상에 차려 놓았다.
昼休みに急須で煎茶を淹れた。,점심시간에 급수(주전자)로 센차를 우렸다.
醤油を一滴だけ垂らして味を調えた。,간장을 한 방울만 떨어뜨려 맛을 맞췄다.
唐草模様の風呂敷で弁当を包んだ。,당초무늬 보자기로 도시락을 쌌다.
板前におすすめを聞いて、握りを注文した。,이타마에(초밥 장인)에게 추천을 물어 쥠초밥을 주문했다.
お腹が空いていたので、大きなリンゴに思い切り齧り付いた。,배가 고팠기 때문에 커다란 사과를 힘껏 베어 물었다.
ケーキの上に飾られた真っ赤な苺が美味しそうだ。,케이크 위에 장식된 새빨간 딸기가 맛있어 보인다.
お店の雰囲気、いいですね。,가게 분위기가 좋네요.
はい、友人に勧められて来ました。,"네, 친구에게 추천받아서 왔습니다."
おにぎりの中身は梅干しだった。,주먹밥 속은 매실장아찌였다.
小麦の粉がキッチンの床一面にこぼれてしまった。,밀가루 가루가 부엌 바닥에 온통 쏟아져 버렸다.
ラーメンの麺は固めで注文した。,라멘 면은 단단하게 해 달라고 주문했다.
鍋の汁がこぼれてコンロが大惨事だ。,전골 국물이 넘쳐 가스레인지가 난장판이다.
このお茶、まだ熱いよ。,"이 차, 아직 뜨거워."
